ds	drug
ds:H01613	dr:D08386
ds:H01463	dr:D08386
ds:H00005	dr:D08386
ds:H01464	dr:D08386
ds:H01892	dr:D08386
ds:H00008	dr:D08386
ds:H00001	dr:D08386
ds:H00002	dr:D08386
ds:H01616	dr:D02007
ds:H01633	dr:D00616
ds:H01632	dr:D00616
ds:H01634	dr:D01152
ds:H01615	dr:D01152
ds:H01662	dr:D00225
ds:H01664	dr:D00225
ds:H01634	dr:D00225
ds:H01615	dr:D00225
ds:H00058	dr:D00775
ds:H00111	dr:D00453
ds:H00112	dr:D00453
ds:H01366	dr:D00453
ds:H01408	dr:D00453
ds:H00344	dr:D00453
ds:H01649	dr:D04038
ds:H01495	dr:D04038
ds:H00323	dr:D02129
ds:H00322	dr:D02129
ds:H00310	dr:D02129
ds:H00348	dr:D02129
ds:H01415	dr:D02129
ds:H00315	dr:D02129
ds:H00305	dr:D02129
ds:H00350	dr:D02129
ds:H00427	dr:D02129
ds:H00297	dr:D02129
ds:H00312	dr:D02129
ds:H00110	dr:D02129
ds:H00321	dr:D02129
ds:H00325	dr:D02129
ds:H00326	dr:D02129
ds:H00349	dr:D02129
ds:H00328	dr:D02129
ds:H00354	dr:D02129
ds:H01318	dr:D02129
ds:H00332	dr:D02129
ds:H01440	dr:D02129
ds:H01325	dr:D02129
ds:H00360	dr:D02129
ds:H00361	dr:D02129
ds:H01515	dr:D02129
ds:H00057	dr:D00781
ds:H01565	dr:D04890
ds:H01566	dr:D04890
ds:H00083	dr:D00107
ds:H01358	dr:D00107
ds:H00084	dr:D00107
ds:H01594	dr:D00107
ds:H00630	dr:D00107
ds:H01500	dr:D00107
ds:H01466	dr:D00107
ds:H01604	dr:D00107
ds:H00057	dr:D00784
ds:H01597	dr:D00784
ds:H01328	dr:D00578
ds:H00363	dr:D00578
ds:H00364	dr:D00578
ds:H00413	dr:D11014
ds:H00254	dr:D03297
ds:H01228	dr:D03297
ds:H00719	dr:D03297
ds:H00942	dr:D03297
ds:H00079	dr:D00983
ds:H01358	dr:D00983
ds:H01357	dr:D00983
ds:H01360	dr:D00983
ds:H01362	dr:D00983
ds:H01463	dr:D00983
ds:H01648	dr:D00983
ds:H01695	dr:D00983
ds:H01694	dr:D00983
ds:H01598	dr:D00983
ds:H00216	dr:D00983
ds:H01466	dr:D00983
ds:H01585	dr:D00983
ds:H00237	dr:D00983
ds:H01586	dr:D00983
ds:H00978	dr:D00983
ds:H01490	dr:D00983
ds:H01698	dr:D00983
ds:H01657	dr:D00983
ds:H00342	dr:D00983
ds:H01674	dr:D00983
ds:H01507	dr:D00983
ds:H00630	dr:D00983
ds:H01672	dr:D00983
ds:H01604	dr:D00983
ds:H00080	dr:D00983
ds:H01652	dr:D00983
ds:H01656	dr:D00983
ds:H01663	dr:D00983
ds:H01654	dr:D00983
ds:H01647	dr:D00983
ds:H01645	dr:D00983
ds:H01595	dr:D00983
ds:H01465	dr:D00983
ds:H01655	dr:D00983
ds:H01492	dr:D00983
ds:H00004	dr:D00983
ds:H00005	dr:D00983
ds:H01132	dr:D00983
ds:H01467	dr:D00983
ds:H01436	dr:D00983
ds:H01594	dr:D00983
ds:H01924	dr:D00983
ds:H00007	dr:D00983
ds:H00024	dr:D00983
ds:H00031	dr:D00983
ds:H00960	dr:D00983
ds:H01476	dr:D00983
ds:H01650	dr:D00983
ds:H00366	dr:D00983
ds:H01717	dr:D00983
ds:H01644	dr:D00983
ds:H01643	dr:D00983
ds:H01659	dr:D00983
ds:H01651	dr:D00983
ds:H00024	dr:D02398
ds:H01466	dr:D00088
ds:H01598	dr:D00088
ds:H01507	dr:D00088
ds:H00630	dr:D00088
ds:H01672	dr:D00088
ds:H01674	dr:D00088
ds:H01532	dr:D00088
ds:H00080	dr:D00088
ds:H01648	dr:D00088
ds:H01695	dr:D00088
ds:H01694	dr:D00088
ds:H01463	dr:D00088
ds:H01656	dr:D00088
ds:H01652	dr:D00088
ds:H01360	dr:D00088
ds:H00079	dr:D00088
ds:H01357	dr:D00088
ds:H01358	dr:D00088
ds:H00366	dr:D00088
ds:H01717	dr:D00088
ds:H00342	dr:D00088
ds:H01585	dr:D00088
ds:H01657	dr:D00088
ds:H01490	dr:D00088
ds:H01647	dr:D00088
ds:H01011	dr:D00088
ds:H01595	dr:D00088
ds:H01465	dr:D00088
ds:H01655	dr:D00088
ds:H01604	dr:D00088
ds:H01492	dr:D00088
ds:H00004	dr:D00088
ds:H00005	dr:D00088
ds:H01132	dr:D00088
ds:H01924	dr:D00088
ds:H01436	dr:D00088
ds:H00007	dr:D00088
ds:H00031	dr:D00088
ds:H01663	dr:D00088
ds:H00960	dr:D00088
ds:H01476	dr:D00088
ds:H01362	dr:D00088
ds:H01650	dr:D00088
ds:H01644	dr:D00088
ds:H01495	dr:D00088
ds:H00612	dr:D11031
ds:H01597	dr:D09539
ds:H01624	dr:D09539
ds:H00630	dr:D00141
ds:H01674	dr:D00141
ds:H01532	dr:D00141
ds:H00328	dr:D00588
ds:H00297	dr:D00588
ds:H01176	dr:D00588
ds:H01644	dr:D00588
ds:H01366	dr:D00588
ds:H00341	dr:D00588
ds:H01213	dr:D00588
ds:H00111	dr:D00588
ds:H00112	dr:D00588
ds:H00110	dr:D00588
ds:H01408	dr:D00588
ds:H00325	dr:D00588
ds:H00312	dr:D00588
ds:H00342	dr:D00588
ds:H00310	dr:D00588
ds:H00323	dr:D03903
ds:H00322	dr:D03903
ds:H00310	dr:D03903
ds:H00348	dr:D03903
ds:H00350	dr:D03903
ds:H00349	dr:D03903
ds:H00427	dr:D03903
ds:H00305	dr:D03903
ds:H00297	dr:D03903
ds:H00312	dr:D03903
ds:H00110	dr:D03903
ds:H00321	dr:D03903
ds:H00325	dr:D03903
ds:H00326	dr:D03903
ds:H01415	dr:D03903
ds:H00328	dr:D03903
ds:H00315	dr:D03903
ds:H00354	dr:D03903
ds:H01318	dr:D03903
ds:H00332	dr:D03903
ds:H01440	dr:D03903
ds:H01325	dr:D03903
ds:H00360	dr:D03903
ds:H01445	dr:D03903
ds:H00361	dr:D03903
ds:H00398	dr:D11021
ds:H00359	dr:D00203
ds:H01054	dr:D09384
ds:H01450	dr:D00824
ds:H01646	dr:D00824
ds:H01670	dr:D00824
ds:H01566	dr:D07031
ds:H01633	dr:D07031
ds:H00079	dr:D01362
ds:H01714	dr:D01362
ds:H01006	dr:D11094
ds:H01587	dr:D02112
ds:H01730	dr:D02112
ds:H00027	dr:D01363
ds:H00013	dr:D01363
ds:H00023	dr:D01363
ds:H00030	dr:D01363
ds:H00007	dr:D01363
ds:H00011	dr:D01363
ds:H01613	dr:D01363
ds:H01463	dr:D01363
ds:H00005	dr:D01363
ds:H01464	dr:D01363
ds:H01892	dr:D01363
ds:H00008	dr:D01363
ds:H00001	dr:D01363
ds:H00002	dr:D01363
ds:H00014	dr:D01363
ds:H00031	dr:D01363
ds:H00043	dr:D01363
ds:H01513	dr:D01363
ds:H00035	dr:D01363
ds:H00021	dr:D01363
ds:H00132	dr:D11004
ds:H00527	dr:D11008
ds:H00837	dr:D11008
ds:H00630	dr:D00142
ds:H01672	dr:D00142
ds:H01656	dr:D00142
ds:H00001	dr:D00142
ds:H00002	dr:D00142
ds:H00005	dr:D00142
ds:H00004	dr:D00142
ds:H00028	dr:D00142
ds:H00031	dr:D00142
ds:H00022	dr:D00142
ds:H00036	dr:D00142
ds:H00018	dr:D00142
ds:H00612	dr:D00653
ds:H00409	dr:D00625
ds:H00339	dr:D05368
ds:H00334	dr:D01836
ds:H01213	dr:D01836
ds:H00027	dr:D10982
ds:H00216	dr:D00472
ds:H01507	dr:D00472
ds:H00630	dr:D00472
ds:H01672	dr:D00472
ds:H01674	dr:D00472
ds:H00080	dr:D00472
ds:H01648	dr:D00472
ds:H01362	dr:D00472
ds:H01695	dr:D00472
ds:H01694	dr:D00472
ds:H01463	dr:D00472
ds:H01656	dr:D00472
ds:H01652	dr:D00472
ds:H01360	dr:D00472
ds:H00079	dr:D00472
ds:H01357	dr:D00472
ds:H01358	dr:D00472
ds:H01717	dr:D00472
ds:H00342	dr:D00472
ds:H01585	dr:D00472
ds:H01657	dr:D00472
ds:H01466	dr:D00472
ds:H01647	dr:D00472
ds:H01645	dr:D00472
ds:H01011	dr:D00472
ds:H01606	dr:D00472
ds:H01595	dr:D00472
ds:H01465	dr:D00472
ds:H01655	dr:D00472
ds:H01604	dr:D00472
ds:H01492	dr:D00472
ds:H01718	dr:D00472
ds:H00004	dr:D00472
ds:H00005	dr:D00472
ds:H01132	dr:D00472
ds:H01712	dr:D00472
ds:H01467	dr:D00472
ds:H01436	dr:D00472
ds:H01594	dr:D00472
ds:H01490	dr:D00472
ds:H01924	dr:D00472
ds:H01963	dr:D00472
ds:H00007	dr:D00472
ds:H00011	dr:D00472
ds:H01613	dr:D00472
ds:H01464	dr:D00472
ds:H01892	dr:D00472
ds:H00008	dr:D00472
ds:H00001	dr:D00472
ds:H00002	dr:D00472
ds:H00010	dr:D00472
ds:H00031	dr:D00472
ds:H00024	dr:D00472
ds:H01663	dr:D00472
ds:H01659	dr:D00472
ds:H01654	dr:D00472
ds:H01584	dr:D00472
ds:H00960	dr:D00472
ds:H01476	dr:D00472
ds:H01620	dr:D00472
ds:H01650	dr:D00472
ds:H01737	dr:D00472
ds:H00366	dr:D00472
ds:H01644	dr:D00472
ds:H01495	dr:D00472
ds:H00023	dr:D00125
ds:H00013	dr:D00125
ds:H00007	dr:D00125
ds:H00011	dr:D00125
ds:H01613	dr:D00125
ds:H01463	dr:D00125
ds:H00005	dr:D00125
ds:H01464	dr:D00125
ds:H01892	dr:D00125
ds:H00008	dr:D00125
ds:H00001	dr:D00125
ds:H00002	dr:D00125
ds:H00022	dr:D00125
ds:H00028	dr:D00125
ds:H00289	dr:D00125
ds:H00027	dr:D00125
ds:H00035	dr:D00125
ds:H00037	dr:D00125
ds:H00043	dr:D00125
ds:H01513	dr:D00125
ds:H00048	dr:D00125
ds:H00021	dr:D00125
ds:H00030	dr:D00125
ds:H00612	dr:D02200
ds:H01502	dr:D02200
ds:H00010	dr:D04687
ds:H01484	dr:D04687
ds:H01464	dr:D04687
ds:H01481	dr:D03046
ds:H01602	dr:D11114
ds:H01634	dr:D11114
ds:H00320	dr:D11114
ds:H01522	dr:D11114
ds:H01649	dr:D01548
ds:H00216	dr:D00407
ds:H00630	dr:D00407
ds:H01672	dr:D00407
ds:H01674	dr:D00407
ds:H01507	dr:D00407
ds:H00080	dr:D00407
ds:H01604	dr:D00407
ds:H01362	dr:D00407
ds:H01695	dr:D00407
ds:H01694	dr:D00407
ds:H01652	dr:D00407
ds:H01463	dr:D00407
ds:H01648	dr:D00407
ds:H01656	dr:D00407
ds:H01360	dr:D00407
ds:H01357	dr:D00407
ds:H00079	dr:D00407
ds:H01358	dr:D00407
ds:H01717	dr:D00407
ds:H00342	dr:D00407
ds:H01585	dr:D00407
ds:H01657	dr:D00407
ds:H01466	dr:D00407
ds:H01490	dr:D00407
ds:H01647	dr:D00407
ds:H01645	dr:D00407
ds:H01011	dr:D00407
ds:H01595	dr:D00407
ds:H01465	dr:D00407
ds:H01655	dr:D00407
ds:H00004	dr:D00407
ds:H00005	dr:D00407
ds:H01132	dr:D00407
ds:H01436	dr:D00407
ds:H01594	dr:D00407
ds:H01924	dr:D00407
ds:H01712	dr:D00407
ds:H01467	dr:D00407
ds:H00007	dr:D00407
ds:H00031	dr:D00407
ds:H01606	dr:D00407
ds:H00024	dr:D00407
ds:H01644	dr:D00407
ds:H01663	dr:D00407
ds:H01584	dr:D00407
ds:H00960	dr:D00407
ds:H01476	dr:D00407
ds:H01620	dr:D00407
ds:H01650	dr:D00407
ds:H01737	dr:D00407
ds:H00366	dr:D00407
ds:H01492	dr:D00407
ds:H01656	dr:D01637
ds:H01663	dr:D01637
ds:H01595	dr:D01637
ds:H01659	dr:D01637
ds:H01463	dr:D01637
ds:H01648	dr:D01637
ds:H00844	dr:D01637
ds:H01650	dr:D01637
ds:H01362	dr:D01637
ds:H00040	dr:D02177
ds:H00007	dr:D02177
ds:H00023	dr:D02177
ds:H00028	dr:D02177
ds:H00018	dr:D08756
ds:H00013	dr:D08756
ds:H00014	dr:D08756
ds:H00055	dr:D08756
ds:H00016	dr:D08756
ds:H00032	dr:D08756
ds:H01471	dr:D08756
ds:H00323	dr:D00290
ds:H00322	dr:D00290
ds:H00310	dr:D00290
ds:H00348	dr:D00290
ds:H00350	dr:D00290
ds:H00349	dr:D00290
ds:H00427	dr:D00290
ds:H00305	dr:D00290
ds:H00297	dr:D00290
ds:H00312	dr:D00290
ds:H00110	dr:D00290
ds:H00321	dr:D00290
ds:H00325	dr:D00290
ds:H00326	dr:D00290
ds:H01415	dr:D00290
ds:H00354	dr:D00290
ds:H01318	dr:D00290
ds:H00332	dr:D00290
ds:H00328	dr:D00290
ds:H01440	dr:D00290
ds:H01325	dr:D00290
ds:H00315	dr:D00290
ds:H01515	dr:D00290
ds:H00319	dr:D00290
ds:H00336	dr:D00290
ds:H00355	dr:D00290
ds:H00324	dr:D00290
ds:H00031	dr:D02714
ds:H00045	dr:D02714
ds:H00021	dr:D02714
ds:H01691	dr:D02714
ds:H01692	dr:D02714
ds:H00083	dr:D02714
ds:H00079	dr:D00690
ds:H01360	dr:D00690
ds:H01656	dr:D00690
ds:H01663	dr:D00690
ds:H01595	dr:D00690
ds:H01660	dr:D00690
ds:H01648	dr:D00690
ds:H01650	dr:D00690
ds:H00018	dr:D06399
ds:H00020	dr:D06399
ds:H00014	dr:D06399
ds:H00031	dr:D06399
ds:H00019	dr:D06399
ds:H00042	dr:D00254
ds:H01667	dr:D00254
ds:H00010	dr:D00254
ds:H00007	dr:D00254
ds:H00011	dr:D00254
ds:H01613	dr:D00254
ds:H01463	dr:D00254
ds:H00005	dr:D00254
ds:H01464	dr:D00254
ds:H01892	dr:D00254
ds:H00008	dr:D00254
ds:H00001	dr:D00254
ds:H00002	dr:D00254
ds:H00901	dr:D01430
ds:H01202	dr:D01430
ds:H01653	dr:D10206
ds:H01646	dr:D10206
ds:H01213	dr:D07005
ds:H01609	dr:D07005
ds:H01633	dr:D07005
ds:H00079	dr:D07005
ds:H01657	dr:D07014
ds:H01593	dr:D04454
ds:H00627	dr:D04454
ds:H01656	dr:D03697
ds:H00409	dr:D10179
ds:H00079	dr:D04944
ds:H00409	dr:D10265
ds:H01633	dr:D10272
ds:H00079	dr:D10297
ds:H01714	dr:D10297
ds:H00409	dr:D10500
ds:H00219	dr:D10539
ds:H01609	dr:D06962
ds:H01671	dr:D06962
ds:H01633	dr:D06962
ds:H01671	dr:D06963
ds:H01609	dr:D06963
ds:H01633	dr:D06977
ds:H00787	dr:D00069
ds:H00735	dr:D00069
ds:H00746	dr:D04952
ds:H01813	dr:D00537
ds:H01213	dr:D07004
ds:H01633	dr:D07004
ds:H00408	dr:D07004
ds:H00409	dr:D07004
ds:H01671	dr:D07004
ds:H01609	dr:D07004
ds:H00079	dr:D07004
ds:H00377	dr:D05248
ds:H00437	dr:D03287
ds:H01593	dr:D03287
ds:H00408	dr:D05373
ds:H00409	dr:D05373
ds:H01609	dr:D06919
ds:H01671	dr:D06919
ds:H01657	dr:D06921
ds:H01566	dr:D06921
ds:H00630	dr:D06921
ds:H01657	dr:D06995
ds:H01633	dr:D06995
ds:H00079	dr:D06994
ds:H01566	dr:D07021
ds:H01657	dr:D07021
ds:H01445	dr:D07021
ds:H01662	dr:D07037
ds:H00630	dr:D07045
ds:H01563	dr:D11282
ds:H01633	dr:D10592
ds:H00384	dr:D06347
ds:H01662	dr:D07032
ds:H00079	dr:D07032
ds:H00319	dr:D07032
ds:H01671	dr:D07032
ds:H01609	dr:D07032
ds:H01657	dr:D07047
ds:H00365	dr:D07709
ds:H00409	dr:D10587
ds:H00005	dr:D10560
ds:H01613	dr:D10560
ds:H00027	dr:D10140
ds:H01554	dr:D10140
ds:H01665	dr:D10140
ds:H00205	dr:D10699
ds:H01342	dr:D10699
ds:H01495	dr:D00520
ds:H00342	dr:D06964
ds:H01634	dr:D06964
ds:H01213	dr:D06964
ds:H00435	dr:D05908
ds:H00079	dr:D01385
ds:H01656	dr:D04801
ds:H00024	dr:D11040
ds:H00003	dr:D10800
ds:H01623	dr:D01027
ds:H01565	dr:D01225
ds:H01566	dr:D01225
ds:H01634	dr:D01875
ds:H01615	dr:D01875
ds:H01521	dr:D00834
ds:H00612	dr:D07505
ds:H00219	dr:D10771
ds:H00363	dr:D00323
ds:H00364	dr:D00323
ds:H00085	dr:D08788
ds:H01718	dr:D08788
ds:H01527	dr:D08788
ds:H01648	dr:D08788
ds:H01694	dr:D08788
ds:H01650	dr:D08788
ds:H01436	dr:D08788
ds:H01408	dr:D04776
ds:H01293	dr:D01832
ds:H01331	dr:D08736
ds:H00342	dr:D04340
ds:H00319	dr:D04340
ds:H01609	dr:D06945
ds:H01358	dr:D05480
ds:H01633	dr:D09743
ds:H01563	dr:D11382
ds:H00409	dr:D10588
ds:H00413	dr:D10745
ds:H00409	dr:D11067
ds:H01592	dr:D10095
ds:H00021	dr:D10095
ds:H01642	dr:D09998
ds:H01602	dr:D10120
ds:H01634	dr:D10120
ds:H01522	dr:D10120
ds:H00038	dr:D10176
ds:H00014	dr:D10176
ds:H00031	dr:D11068
ds:H00339	dr:D11173
ds:H01532	dr:D11175
ds:H00409	dr:D11064
ds:H00218	dr:D11042
ds:H00409	dr:D11043
ds:H00003	dr:D11107
ds:H00040	dr:D11108
ds:H00036	dr:D11394
ds:H00020	dr:D11394
ds:H01053	dr:D11054
ds:H01635	dr:D11092
ds:H00003	dr:D11044
ds:H01563	dr:D10600
ds:H00056	dr:D11387
ds:H01635	dr:D11095
ds:H00320	dr:D10520
ds:H00003	dr:D11390
ds:H01563	dr:D11392
ds:H01176	dr:D11085
ds:H00409	dr:D11109
ds:H01563	dr:D11039
ds:H00342	dr:D04313
ds:H01633	dr:D11388
ds:H00022	dr:D10773
ds:H00014	dr:D10773
ds:H00612	dr:D10512
ds:H00001	dr:D11386
ds:H01613	dr:D11393
ds:H00005	dr:D11393
ds:H01563	dr:D11395
ds:H01563	dr:D10755
