ds	drug	atc	icd
ds:H01360	dr:D01708	R03BA05	J30
ds:H01360	dr:D01324	R06AD07	J30
ds:H01360	dr:D01088	NA	J30
ds:H01360	dr:D00973	S01BA03	J30
ds:H01360	dr:D01172	R06AA07	J30
ds:H01360	dr:D01828	R03DX01	J30
ds:H01360	dr:D02245	R06AD01	J30
ds:H01360	dr:D04446	NA	J30
ds:H01360	dr:D02027	NA	J30
ds:H01360	dr:D03290	R06AD02	J30
ds:H01360	dr:D01717	S01GX02	J30
ds:H01360	dr:D03693	R06AX27	J30
ds:H01360	dr:D07630	NA	J30
ds:H01360	dr:D08806	NA	J30
ds:H01360	dr:D06987	NA	J30
ds:H01360	dr:D08497	R06AX28	J30
ds:H01360	dr:D08768	R06AD02	J30
ds:H01360	dr:D08769	NA	J30
ds:H01360	dr:D08770	V01AA20	J30
ds:H01360	dr:D08118	R06AE09	J30
ds:H01360	dr:D09570	R06AX29	J30
ds:H01360	dr:D00669	R06AA02	J30
ds:H01360	dr:D00529	R03DC03	J30
ds:H01360	dr:D02732	R03DC02	J30
ds:H01360	dr:D00666	R06AA04	J30
ds:H01360	dr:D10850	R01BA52	J30
ds:H01360	dr:D01773	R06AE06	J30
ds:H01360	dr:D10252	R01BA52	J30
ds:H01360	dr:D00244	S03BA03	J30
ds:H01360	dr:D00981	S03BA02	J30
ds:H01360	dr:D00668	R06AB02	J30
ds:H01360	dr:D00979	H02AB04	J30
ds:H01360	dr:D00978	S02BA01	J30
ds:H01360	dr:D00292	S03BA01	J30
ds:H01360	dr:D06390	S01AA26	J30
ds:H01360	dr:D00975	S03BA01	J30
ds:H01360	dr:D00385	S01BA05	J30
ds:H01360	dr:D00751	H02AB04	J30
ds:H01360	dr:D00473	H02AB07	J30
ds:H01360	dr:D00983	S01BA05	J30
ds:H01360	dr:D00088	S02BA01	J30
ds:H01360	dr:D00472	S03BA02	J30
ds:H01360	dr:D00407	H02AB04	J30
ds:H01360	dr:D00690	R03BA07	J30
ds:H01362	dr:D01327	D07AC10	L13.0
ds:H01362	dr:D01239	S03BA02	L13.0
ds:H01362	dr:D00973	S01BA03	L13.0
ds:H01362	dr:D00592	J04BA02	L13.0
ds:H01362	dr:D01272	D07AD01	L13.0
ds:H01362	dr:D00244	S03BA03	L13.0
ds:H01362	dr:D00981	S03BA02	L13.0
ds:H01362	dr:D02032	S03BA03	L13.0
ds:H01362	dr:D00979	H02AB04	L13.0
ds:H01362	dr:D00978	S02BA01	L13.0
ds:H01362	dr:D00292	S03BA01	L13.0
ds:H01362	dr:D01357	S03BA03	L13.0
ds:H01362	dr:D00975	S03BA01	L13.0
ds:H01362	dr:D00385	S01BA05	L13.0
ds:H01362	dr:D00751	H02AB04	L13.0
ds:H01362	dr:D00473	H02AB07	L13.0
ds:H01362	dr:D00983	S01BA05	L13.0
ds:H01362	dr:D00088	S02BA01	L13.0
ds:H01362	dr:D00472	S03BA02	L13.0
ds:H01362	dr:D00407	H02AB04	L13.0
ds:H01362	dr:D01637	S03BA03	L13.0
ds:H01366	dr:D00063	S01AA12	H10.9
ds:H01366	dr:D00589	S01AE06	H10.9
ds:H01366	dr:D00210	S01AE02	H10.9
ds:H01366	dr:D00874	S01AE07	H10.9
ds:H01366	dr:D04099	NA	H10.9
ds:H01366	dr:D01996	J01MA22	H10.9
ds:H01366	dr:D08011	S01AE06	H10.9
ds:H01366	dr:D11086	NA	H10.9
ds:H01366	dr:D00453	S02AA16	H10.9
ds:H01366	dr:D00588	S01AE05	H10.9
ds:H01372	dr:D00325	D07AC08	L80
ds:H01372	dr:D00328	D07AC07	L80
ds:H01372	dr:D09752	NA	L80
ds:H01372	dr:D00139	D05BA02	L80
ds:H01372	dr:D01175	NA	L80
ds:H01380	dr:D01426	P01AB02	N76
ds:H01380	dr:D00409	P01AB01	N76
ds:H01380	dr:D00104	S03AA08	N76
ds:H01380	dr:D07353	P01AB07	N76
ds:H01380	dr:D00850	J01AA08	N76
ds:H01381	dr:D00181	B01AE03	D68.5
ds:H01381	dr:D08795	NA	D68.5
ds:H01381	dr:D10684	NA	D68.5
ds:H01382	dr:D00238	L04AX01	M30.0
ds:H01382	dr:D00287	L01AA01	M30.0
ds:H01382	dr:D00751	H02AB04	M30.0
ds:H01383	dr:D02690	C10AC01	E78.0
ds:H01383	dr:D00434	C10AA01	E78.0
ds:H01383	dr:D00892	C10AA04	E78.0
ds:H01383	dr:D01966	C10AX09	E78.0
ds:H01383	dr:D02258	C10AA05	E78.0
ds:H01383	dr:D09638	C10AX12	E78.0
ds:H01383	dr:D10557	C10AX13	E78.0
ds:H01383	dr:D10335	C10AX14	E78.0
ds:H01388	dr:D00987	N04BC06	E22.1
ds:H01388	dr:D00780	N04BC01	E22.1
ds:H01388	dr:D01348	G02CB06	E22.1
ds:H01398	dr:D01126	B05XB01	E72.2
ds:H01398	dr:D05868	A16AX03	E72.2
ds:H01398	dr:D10205	NA	E72.2
ds:H01398	dr:D10127	A16AX09	E72.2
ds:H01398	dr:D08754	NA	E72.2
ds:H01400	dr:D00352	A06AD11	E72.2
ds:H01400	dr:D02039	A06AD12	E72.2
ds:H01400	dr:D02397	A05BA01	E72.2
ds:H01401	dr:D00926	J01XA01	B95
ds:H01408	dr:D00927	J01CA06	K05
ds:H01408	dr:D00229	J01CA04	K05
ds:H01408	dr:D01710	J01FA06	K05
ds:H01408	dr:D00276	J01FA09	K05
ds:H01408	dr:D00104	S03AA08	K05
ds:H01408	dr:D01686	J01DD18	K05
ds:H01408	dr:D02134	S01AA26	K05
ds:H01408	dr:D02185	S03AA08	K05
ds:H01408	dr:D00263	J01DB01	K05
ds:H01408	dr:D01996	J01MA22	K05
ds:H01408	dr:D00850	J01AA08	K05
ds:H01408	dr:D01628	J01DD16	K05
ds:H01408	dr:D00453	S02AA16	K05
ds:H01408	dr:D00588	S01AE05	K05
ds:H01408	dr:D04776	NA	K05
ds:H01409	dr:D00854	J01FG02	B95
ds:H01415	dr:D02122	S03AA02	A58
ds:H01415	dr:D00850	J01AA08	A58
ds:H01415	dr:D00307	J01AA02	A58
ds:H01415	dr:D01350	J01GA01	A58
ds:H01415	dr:D02129	J01AA02	A58
ds:H01415	dr:D03903	J01AA02	A58
ds:H01415	dr:D00290	J01AA01	A58
ds:H01417	dr:D00222	S01AD03	G04.9
ds:H01418	dr:D05529	D06BB04	A63.0
ds:H01418	dr:D02500	D06BB10	A63.0
ds:H01418	dr:D08997	D06BB12	A63.0
ds:H01418	dr:D10192	J07BM01	A63.0
ds:H01418	dr:D02745	L03AB05	A63.0
ds:H01423	dr:D00926	J01XA01	J13
ds:H01424	dr:D00276	J01FA09	J02.0
ds:H01431	dr:D00420	L01XX23	E24
ds:H01431	dr:D00410	V04CD01	E24
ds:H01431	dr:D01180	H02CA01	E24
ds:H01431	dr:D10566	H01CB05	E24
ds:H01431	dr:D10497	H01CB05	E24
ds:H01434	dr:D03940	L04AA25	D58.8
ds:H01436	dr:D01239	S03BA02	G61.0
ds:H01436	dr:D00973	S01BA03	G61.0
ds:H01436	dr:D08786	NA	G61.0
ds:H01436	dr:D08783	NA	G61.0
ds:H01436	dr:D00244	S03BA03	G61.0
ds:H01436	dr:D00978	S02BA01	G61.0
ds:H01436	dr:D00292	S03BA01	G61.0
ds:H01436	dr:D00975	S03BA01	G61.0
ds:H01436	dr:D00983	S01BA05	G61.0
ds:H01436	dr:D00088	S02BA01	G61.0
ds:H01436	dr:D00472	S03BA02	G61.0
ds:H01436	dr:D00407	H02AB04	G61.0
ds:H01436	dr:D08788	NA	G61.0
ds:H01440	dr:D02461	S01AA14	K05
ds:H01440	dr:D02122	S03AA02	K05
ds:H01440	dr:D00850	J01AA08	K05
ds:H01440	dr:D00307	J01AA02	K05
ds:H01440	dr:D02129	J01AA02	K05
ds:H01440	dr:D03903	J01AA02	K05
ds:H01440	dr:D00290	J01AA01	K05
ds:H01445	dr:D00133	S01AX06	L70.0
ds:H01445	dr:D01170	NA	L70.0
ds:H01445	dr:D00094	L01XX14	L70.0
ds:H01445	dr:D01132	D05AX05	L70.0
ds:H01445	dr:D02011	NA	L70.0
ds:H01445	dr:D00050	S01XA26	L70.0
ds:H01445	dr:D00006	A11HA06	L70.0
ds:H01445	dr:D01073	J01FF01	L70.0
ds:H01445	dr:D00026	NA	L70.0
ds:H01445	dr:D01083	NA	L70.0
ds:H01445	dr:D01147	D10AF05	L70.0
ds:H01445	dr:D11084	D10AF51	L70.0
ds:H01445	dr:D04811	NA	L70.0
ds:H01445	dr:D10590	G03AB09	L70.0
ds:H01445	dr:D06950	NA	L70.0
ds:H01445	dr:D01122	R02AX02	L70.0
ds:H01445	dr:D08835	NA	L70.0
ds:H01445	dr:D01710	J01FA06	L70.0
ds:H01445	dr:D06996	NA	L70.0
ds:H01445	dr:D10602	D10AF51	L70.0
ds:H01445	dr:D03093	D10AE01	L70.0
ds:H01445	dr:D01622	S01XA26	L70.0
ds:H01445	dr:D00024	D10AB02	L70.0
ds:H01445	dr:D00592	J04BA02	L70.0
ds:H01445	dr:D00029	A11HA05	L70.0
ds:H01445	dr:D03281	A11HA06	L70.0
ds:H01445	dr:D01996	J01MA22	L70.0
ds:H01445	dr:D07002	NA	L70.0
ds:H01445	dr:D01112	D10AD03	L70.0
ds:H01445	dr:D06938	NA	L70.0
ds:H01445	dr:D09544	D06AX14	L70.0
ds:H01445	dr:D10792	D10AE51	L70.0
ds:H01445	dr:D06982	NA	L70.0
ds:H01445	dr:D02122	S03AA02	L70.0
ds:H01445	dr:D00140	S01AA17	L70.0
ds:H01445	dr:D00850	J01AA08	L70.0
ds:H01445	dr:D00307	J01AA02	L70.0
ds:H01445	dr:D03903	J01AA02	L70.0
ds:H01445	dr:D07021	NA	L70.0
ds:H01450	dr:D00823	N06AB03	F42
ds:H01450	dr:D01316	NA	F42
ds:H01450	dr:D05374	N06AB05	F42
ds:H01450	dr:D05375	N06AB05	F42
ds:H01450	dr:D00811	N06AA04	F42
ds:H01450	dr:D00825	N06AB06	F42
ds:H01450	dr:D01268	N05BA22	F42
ds:H01450	dr:D02260	N06AB05	F42
ds:H01450	dr:D00824	N06AB08	F42
ds:H01456	dr:D00523	C09CA04	E14.2
ds:H01456	dr:D00251	C09AA01	E14.2
ds:H01456	dr:D01549	C09AA16	E14.2
ds:H01456	dr:D00357	C09CA01	E14.2
ds:H01457	dr:D01735	A11HA03	E14.3
ds:H01457	dr:D05697	S01LA04	E14.3
ds:H01457	dr:D09574	S01LA05	E14.3
ds:H01458	dr:D00878	J04AK02	A31.9
ds:H01458	dr:D00424	J04AB04	A31.9
ds:H01458	dr:D00276	J01FA09	A31.9
ds:H01458	dr:D02134	S01AA26	A31.9
ds:H01458	dr:D01845	NA	A31.9
ds:H01458	dr:D00211	J04AB02	A31.9
ds:H01458	dr:D01350	J01GA01	A31.9
ds:H01459	dr:D01179	N06AX21	E14.4
ds:H01459	dr:D00639	C01BB02	E14.4
ds:H01459	dr:D03065	D03AX06	E14.4
ds:H01459	dr:D10199	N02AX06	E14.4
ds:H01459	dr:D01688	NA	E14.4
ds:H01459	dr:D02716	N03AX16	E14.4
ds:H01460	dr:D00531	N05CD02	G40.4
ds:H01460	dr:D00474	N03AA03	G40.4
ds:H01460	dr:D00539	N03AD01	G40.4
ds:H01460	dr:D00280	N03AE01	G40.4
ds:H01460	dr:D00392	N03AC02	G40.4
ds:H01460	dr:D00535	N03AG04	G40.4
ds:H01460	dr:D02105	H01AA02	G40.4
ds:H01463	dr:D01059	L01AD06	C84
ds:H01463	dr:D01327	D07AC10	C84
ds:H01463	dr:D02166	L01DB07	C84
ds:H01463	dr:D03357	L03AB03	C84
ds:H01463	dr:D00328	D07AC07	C84
ds:H01463	dr:D04872	L01AA05	C84
ds:H01463	dr:D01239	S03BA02	C84
ds:H01463	dr:D01404	NA	C84
ds:H01463	dr:D03682	L01XX29	C84
ds:H01463	dr:D02214	L01DB03	C84
ds:H01463	dr:D00973	S01BA03	C84
ds:H01463	dr:D01155	L01BC05	C84
ds:H01463	dr:D02997	L01XX02	C84
ds:H01463	dr:D01272	D07AD01	C84
ds:H01463	dr:D09761	L01XC25	C84
ds:H01463	dr:D03106	L01XX25	C84
ds:H01463	dr:D01760	L01AD07	C84
ds:H01463	dr:D02063	NA	C84
ds:H01463	dr:D00343	L01AA06	C84
ds:H01463	dr:D00275	L01XA01	C84
ds:H01463	dr:D06320	L01XX38	C84
ds:H01463	dr:D00287	L01AA01	C84
ds:H01463	dr:D02115	L04AX03	C84
ds:H01463	dr:D01769	L01CA03	C84
ds:H01463	dr:D00244	S03BA03	C84
ds:H01463	dr:D00981	S03BA02	C84
ds:H01463	dr:D01632	S03BA01	C84
ds:H01463	dr:D02032	S03BA03	C84
ds:H01463	dr:D00979	H02AB04	C84
ds:H01463	dr:D00978	S02BA01	C84
ds:H01463	dr:D00292	S03BA01	C84
ds:H01463	dr:D00168	L01BC01	C84
ds:H01463	dr:D01911	L01DB04	C84
ds:H01463	dr:D01275	L01DB01	C84
ds:H01463	dr:D01061	L01XX19	C84
ds:H01463	dr:D00975	S03BA01	C84
ds:H01463	dr:D00385	S01BA05	C84
ds:H01463	dr:D00751	H02AB04	C84
ds:H01463	dr:D00473	H02AB07	C84
ds:H01463	dr:D01068	L01CA01	C84
ds:H01463	dr:D03229	L01DC01	C84
ds:H01463	dr:D08386	L01DB08	C84
ds:H01463	dr:D00983	S01BA05	C84
ds:H01463	dr:D00088	S02BA01	C84
ds:H01463	dr:D01363	L01XA02	C84
ds:H01463	dr:D00472	S03BA02	C84
ds:H01463	dr:D00125	L01CB01	C84
ds:H01463	dr:D00407	H02AB04	C84
ds:H01463	dr:D01637	S03BA03	C84
ds:H01463	dr:D00254	L01AD01	C84
ds:H01464	dr:D01059	L01AD06	C83
ds:H01464	dr:D02166	L01DB07	C83
ds:H01464	dr:D01404	NA	C83
ds:H01464	dr:D07085	L01AA09	C83
ds:H01464	dr:D02994	L01XC02	C83
ds:H01464	dr:D01370	L04AA40	C83
ds:H01464	dr:D02214	L01DB03	C83
ds:H01464	dr:D01155	L01BC05	C83
ds:H01464	dr:D02997	L01XX02	C83
ds:H01464	dr:D04489	V10XX02	C83
ds:H01464	dr:D03150	L01XX32	C83
ds:H01464	dr:D08971	L03AX16	C83
ds:H01464	dr:D01760	L01AD07	C83
ds:H01464	dr:D02063	NA	C83
ds:H01464	dr:D10223	L01XE27	C83
ds:H01464	dr:D01907	L01BB05	C83
ds:H01464	dr:D00343	L01AA06	C83
ds:H01464	dr:D00275	L01XA01	C83
ds:H01464	dr:D10893	NA	C83
ds:H01464	dr:D01769	L01CA03	C83
ds:H01464	dr:D00168	L01BC01	C83
ds:H01464	dr:D01911	L01DB04	C83
ds:H01464	dr:D01275	L01DB01	C83
ds:H01464	dr:D01061	L01XX19	C83
ds:H01464	dr:D00751	H02AB04	C83
ds:H01464	dr:D01068	L01CA01	C83
ds:H01464	dr:D03229	L01DC01	C83
ds:H01464	dr:D08386	L01DB08	C83
ds:H01464	dr:D01363	L01XA02	C83
ds:H01464	dr:D00472	S03BA02	C83
ds:H01464	dr:D00125	L01CB01	C83
ds:H01464	dr:D04687	L04AX04	C83
ds:H01464	dr:D00254	L01AD01	C83
ds:H01465	dr:D00238	L04AX01	M31.6
ds:H01465	dr:D00287	L01AA01	M31.6
ds:H01465	dr:D00244	S03BA03	M31.6
ds:H01465	dr:D00979	H02AB04	M31.6
ds:H01465	dr:D00292	S03BA01	M31.6
ds:H01465	dr:D02596	L04AC07	M31.6
ds:H01465	dr:D00975	S03BA01	M31.6
ds:H01465	dr:D00385	S01BA05	M31.6
ds:H01465	dr:D00751	H02AB04	M31.6
ds:H01465	dr:D00983	S01BA05	M31.6
ds:H01465	dr:D00088	S02BA01	M31.6
ds:H01465	dr:D00472	S03BA02	M31.6
ds:H01465	dr:D00407	H02AB04	M31.6
ds:H01466	dr:D00238	L04AX01	K51
ds:H01466	dr:D02715	A07EC04	K51
ds:H01466	dr:D01239	S03BA02	K51
ds:H01466	dr:D00448	A07EC01	K51
ds:H01466	dr:D00377	A07EC02	K51
ds:H01466	dr:D00246	R03BA02	K51
ds:H01466	dr:D00973	S01BA03	K51
ds:H01466	dr:D00727	A07EC03	K51
ds:H01466	dr:D08083	L04AA33	K51
ds:H01466	dr:D09783	L04AA29	K51
ds:H01466	dr:D04358	L04AB06	K51
ds:H01466	dr:D02597	L04AB04	K51
ds:H01466	dr:D02598	L04AB02	K51
ds:H01466	dr:D00165	S02BA01	K51
ds:H01466	dr:D00244	S03BA03	K51
ds:H01466	dr:D00981	S03BA02	K51
ds:H01466	dr:D00979	H02AB04	K51
ds:H01466	dr:D00978	S02BA01	K51
ds:H01466	dr:D00292	S03BA01	K51
ds:H01466	dr:D00975	S03BA01	K51
ds:H01466	dr:D00385	S01BA05	K51
ds:H01466	dr:D00751	H02AB04	K51
ds:H01466	dr:D00473	H02AB07	K51
ds:H01466	dr:D00107	L04AD02	K51
ds:H01466	dr:D00983	S01BA05	K51
ds:H01466	dr:D00088	S02BA01	K51
ds:H01466	dr:D00472	S03BA02	K51
ds:H01466	dr:D00407	H02AB04	K51
ds:H01467	dr:D00734	A05AA02	K74.3
ds:H01467	dr:D00244	S03BA03	K74.3
ds:H01467	dr:D00979	H02AB04	K74.3
ds:H01467	dr:D00292	S03BA01	K74.3
ds:H01467	dr:D00975	S03BA01	K74.3
ds:H01467	dr:D00983	S01BA05	K74.3
ds:H01467	dr:D00472	S03BA02	K74.3
ds:H01467	dr:D00407	H02AB04	K74.3
ds:H01468	dr:D00238	L04AX01	M30.1
ds:H01468	dr:D04923	R03DX09	M30.1
ds:H01468	dr:D08786	NA	M30.1
ds:H01468	dr:D00287	L01AA01	M30.1
ds:H01468	dr:D00751	H02AB04	M30.1
ds:H01469	dr:D06053	A16AX08	K91.8
ds:H01470	dr:D03684	M05BX04	D48.0
ds:H01471	dr:D08756	NA	D18.1
ds:H01472	dr:D00424	J04AB04	U84.7
ds:H01472	dr:D09873	J04AK05	U84.7
ds:H01472	dr:D09785	J04AK06	U84.7
ds:H01473	dr:D00754	L04AX02	L52
ds:H01473	dr:D00278	J04BA01	L52
ds:H01475	dr:D05014	A16AA07	E88.1
ds:H01476	dr:D01239	S03BA02	NA
ds:H01476	dr:D00973	S01BA03	NA
ds:H01476	dr:D02597	L04AB04	NA
ds:H01476	dr:D02598	L04AB02	NA
ds:H01476	dr:D00244	S03BA03	NA
ds:H01476	dr:D00184	S01XA18	NA
ds:H01476	dr:D00978	S02BA01	NA
ds:H01476	dr:D00292	S03BA01	NA
ds:H01476	dr:D00975	S03BA01	NA
ds:H01476	dr:D00385	S01BA05	NA
ds:H01476	dr:D00983	S01BA05	NA
ds:H01476	dr:D00088	S02BA01	NA
ds:H01476	dr:D00472	S03BA02	NA
ds:H01476	dr:D00407	H02AB04	NA
ds:H01479	dr:D09669	L04AC11	D36.0
ds:H01479	dr:D02596	L04AC07	D36.0
ds:H01481	dr:D03021	L01BC07	D46
ds:H01481	dr:D03651	B03XA02	D46
ds:H01481	dr:D03665	L01BC08	D46
ds:H01481	dr:D00287	L01AA01	D46
ds:H01481	dr:D03046	L01BC01	D46
ds:H01482	dr:D00483	C07AA05	D18.00
ds:H01483	dr:D06495	H01CB02	E22.0
ds:H01483	dr:D00780	N04BC01	E22.0
ds:H01483	dr:D02250	H01CB02	E22.0
ds:H01483	dr:D05394	H01AX01	E22.0
ds:H01483	dr:D10566	H01CB05	E22.0
ds:H01483	dr:D04666	H01CB03	E22.0
ds:H01484	dr:D09813	L04AX04	D46.7
ds:H01484	dr:D04687	L04AX04	D46.7
ds:H01490	dr:D00146	H01AA01	G35
ds:H01490	dr:D04127	N07XX07	G35
ds:H01490	dr:D00776	M03BX02	G35
ds:H01490	dr:D02166	L01DB07	G35
ds:H01490	dr:D05218	L04AA36	G35
ds:H01490	dr:D04554	L03AB07	G35
ds:H01490	dr:D01239	S03BA02	G35
ds:H01490	dr:D06886	L04AA23	G35
ds:H01490	dr:D02802	L04AA34	G35
ds:H01490	dr:D01638	NA	G35
ds:H01490	dr:D04187	L04AA27	G35
ds:H01490	dr:D02274	M03CA01	G35
ds:H01490	dr:D03639	L04AC01	G35
ds:H01490	dr:D10172	L04AA31	G35
ds:H01490	dr:D10483	L03AB13	G35
ds:H01490	dr:D00746	L03AB08	G35
ds:H01490	dr:D04318	L03AX13	G35
ds:H01490	dr:D00244	S03BA03	G35
ds:H01490	dr:D00981	S03BA02	G35
ds:H01490	dr:D00979	H02AB04	G35
ds:H01490	dr:D00978	S02BA01	G35
ds:H01490	dr:D00292	S03BA01	G35
ds:H01490	dr:D00241	M03BX01	G35
ds:H01490	dr:D00975	S03BA01	G35
ds:H01490	dr:D00385	S01BA05	G35
ds:H01490	dr:D03846	L04AX07	G35
ds:H01490	dr:D00751	H02AB04	G35
ds:H01490	dr:D00473	H02AB07	G35
ds:H01490	dr:D00983	S01BA05	G35
ds:H01490	dr:D00088	S02BA01	G35
ds:H01490	dr:D00472	S03BA02	G35
ds:H01490	dr:D00407	H02AB04	G35
ds:H01492	dr:D00238	L04AX01	M34
ds:H01492	dr:D01227	C02KX01	M34
ds:H01492	dr:D01239	S03BA02	M34
ds:H01492	dr:D00287	L01AA01	M34
ds:H01492	dr:D00244	S03BA03	M34
ds:H01492	dr:D00979	H02AB04	M34
ds:H01492	dr:D00292	S03BA01	M34
ds:H01492	dr:D00975	S03BA01	M34
ds:H01492	dr:D00385	S01BA05	M34
ds:H01492	dr:D00751	H02AB04	M34
ds:H01492	dr:D00983	S01BA05	M34
ds:H01492	dr:D00088	S02BA01	M34
ds:H01492	dr:D00472	S03BA02	M34
ds:H01492	dr:D00407	H02AB04	M34
ds:H01495	dr:D00503	N05AB03	H81.0
ds:H01495	dr:D00036	A11HA01	H81.0
ds:H01495	dr:D04259	NA	H81.0
ds:H01495	dr:D04261	NA	H81.0
ds:H01495	dr:D00218	S01EC01	H81.0
ds:H01495	dr:D01203	B05XA02	H81.0
ds:H01495	dr:D00049	C10AD02	H81.0
ds:H01495	dr:D01196	S01EC01	H81.0
ds:H01495	dr:D01592	N07CA01	H81.0
ds:H01495	dr:D02300	C01EB10	H81.0
ds:H01495	dr:D02037	N05AB03	H81.0
ds:H01495	dr:D03330	C04AF01	H81.0
ds:H01495	dr:D04965	N05AB03	H81.0
ds:H01495	dr:D00347	NA	H81.0
ds:H01495	dr:D00244	S03BA03	H81.0
ds:H01495	dr:D00978	S02BA01	H81.0
ds:H01495	dr:D00292	S03BA01	H81.0
ds:H01495	dr:D00975	S03BA01	H81.0
ds:H01495	dr:D04038	N05AB03	H81.0
ds:H01495	dr:D00088	S02BA01	H81.0
ds:H01495	dr:D00472	S03BA02	H81.0
ds:H01495	dr:D00520	NA	H81.0
ds:H01499	dr:D00350	J02AC02	B42
ds:H01499	dr:D02219	D01BA02	B42
ds:H01500	dr:D01392	NA	N08.5
ds:H01500	dr:D00752	L04AA06	N08.5
ds:H01500	dr:D00107	L04AD02	N08.5
ds:H01501	dr:D00350	J02AC02	B40
ds:H01502	dr:D00661	N07AX03	M35.0
ds:H01502	dr:D04424	NA	M35.0
ds:H01502	dr:D03354	S01KA01	M35.0
ds:H01502	dr:D00981	S03BA02	M35.0
ds:H01502	dr:D00473	H02AB07	M35.0
ds:H01502	dr:D02200	S01EB01	M35.0
ds:H01506	dr:D02554	D06AX11	K72
ds:H01507	dr:D00973	S01BA03	NA
ds:H01507	dr:D09214	L04AC05	NA
ds:H01507	dr:D03441	L04AB05	NA
ds:H01507	dr:D08860	L04AA32	NA
ds:H01507	dr:D04358	L04AB06	NA
ds:H01507	dr:D09967	L04AC10	NA
ds:H01507	dr:D00742	L04AB01	NA
ds:H01507	dr:D02597	L04AB04	NA
ds:H01507	dr:D02598	L04AB02	NA
ds:H01507	dr:D00981	S03BA02	NA
ds:H01507	dr:D00979	H02AB04	NA
ds:H01507	dr:D00978	S02BA01	NA
ds:H01507	dr:D00292	S03BA01	NA
ds:H01507	dr:D00975	S03BA01	NA
ds:H01507	dr:D00751	H02AB04	NA
ds:H01507	dr:D00473	H02AB07	NA
ds:H01507	dr:D00983	S01BA05	NA
ds:H01507	dr:D00088	S02BA01	NA
ds:H01507	dr:D00472	S03BA02	NA
ds:H01507	dr:D00407	H02AB04	NA
ds:H01511	dr:D05029	L01XE39	C94.3
ds:H01512	dr:D01068	L01CA01	C96.6
ds:H01513	dr:D00343	L01AA06	C69.2
ds:H01513	dr:D00287	L01AA01	C69.2
ds:H01513	dr:D01275	L01DB01	C69.2
ds:H01513	dr:D01363	L01XA02	C69.2
ds:H01513	dr:D00125	L01CB01	C69.2
ds:H01515	dr:D02119	S01AA19	A38
ds:H01515	dr:D02420	J01FA02	A38
ds:H01515	dr:D00927	J01CA06	A38
ds:H01515	dr:D00229	J01CA04	A38
ds:H01515	dr:D01251	S01AA19	A38
ds:H01515	dr:D02461	S01AA14	A38
ds:H01515	dr:D02157	S01AA14	A38
ds:H01515	dr:D00276	J01FA09	A38
ds:H01515	dr:D01361	S01AA17	A38
ds:H01515	dr:D00104	S03AA08	A38
ds:H01515	dr:D01686	J01DD18	A38
ds:H01515	dr:D02132	J01FF01	A38
ds:H01515	dr:D02184	S01AA17	A38
ds:H01515	dr:D02185	S03AA08	A38
ds:H01515	dr:D02346	J01FF02	A38
ds:H01515	dr:D00263	J01DB01	A38
ds:H01515	dr:D02122	S03AA02	A38
ds:H01515	dr:D00140	S01AA17	A38
ds:H01515	dr:D00850	J01AA08	A38
ds:H01515	dr:D01628	J01DD16	A38
ds:H01515	dr:D01053	S01AA14	A38
ds:H01515	dr:D02129	J01AA02	A38
ds:H01515	dr:D00290	J01AA01	A38
ds:H01517	dr:D02461	S01AA14	A46
ds:H01519	dr:D05443	P03AC04	B86
ds:H01519	dr:D00024	D10AB02	B86
ds:H01519	dr:D00804	P02CF01	B86
ds:H01519	dr:D08357	P03AC03	B86
ds:H01520	dr:D00350	J02AC02	B43
ds:H01520	dr:D02219	D01BA02	B43
ds:H01521	dr:D00236	P01AX06	B59
ds:H01521	dr:D00285	J01EE01	B59
ds:H01521	dr:D00981	S03BA02	B59
ds:H01521	dr:D00473	H02AB07	B59
ds:H01521	dr:D00834	P01CX01	B59
ds:H01522	dr:D01467	A02BA06	E16.4
ds:H01522	dr:D05259	A02BC01	E16.4
ds:H01522	dr:D00455	A02BC01	E16.4
ds:H01522	dr:D05261	A02BC01	E16.4
ds:H01522	dr:D00673	A02BA02	E16.4
ds:H01522	dr:D03503	A02BA01	E16.4
ds:H01522	dr:D02593	A02BC02	E16.4
ds:H01522	dr:D00355	A02BC03	E16.4
ds:H01522	dr:D00318	A02BA03	E16.4
ds:H01522	dr:D00724	A02BC04	E16.4
ds:H01522	dr:D00295	A02BA01	E16.4
ds:H01522	dr:D01984	A02BC05	E16.4
ds:H01522	dr:D11114	A02BC05	E16.4
ds:H01522	dr:D10120	A02BC05	E16.4
ds:H01523	dr:D00287	L01AA01	D82.0
ds:H01527	dr:D08783	NA	G61.8
ds:H01527	dr:D08788	NA	G61.8
ds:H01528	dr:D02274	M03CA01	G21.0
ds:H01530	dr:D02461	S01AA14	A67
ds:H01530	dr:D02157	S01AA14	A67
ds:H01531	dr:D02461	S01AA14	A65
ds:H01531	dr:D02157	S01AA14	A65
ds:H01532	dr:D01661	NA	M10
ds:H01532	dr:D00475	M04AB01	M10
ds:H01532	dr:D00463	M01AE12	M10
ds:H01532	dr:D01206	M04AA03	M10
ds:H01532	dr:D00109	N02BA01	M10
ds:H01532	dr:D00224	M04AA01	M10
ds:H01532	dr:D00132	M02AA10	M10
ds:H01532	dr:D01578	S01BC09	M10
ds:H01532	dr:D01056	M04AB03	M10
